data-productividad-producto-producto_obtenido,data-productividad-producto-rendimiento_estimado,data-productividad-producto-rendimiento_real,data-productividad-producto-porcentaje_venta,data-productividad-producto-destinado_autoconsumo,data-productividad-producto-destinado_a_semilla,data-productividad-producto-vendio_producto,data-productividad-producto-precio_venta,PARENT_KEY,KEY
primera,15,6,70,20,10,si,0.4,uuid:9f36eb7b-e6bb-4eef-a1d3-a50222238672,uuid:9f36eb7b-e6bb-4eef-a1d3-a50222238672/producto[1]
primera,20,8,60,30,10,si,0.5,uuid:e166704c-b54c-4f5d-b94e-7fb896505bd3,uuid:e166704c-b54c-4f5d-b94e-7fb896505bd3/producto[1]
primera,10,2,50,40,10,si,0.4,uuid:cdf1bd12-643c-451b-a7c0-0e7244795c5b,uuid:cdf1bd12-643c-451b-a7c0-0e7244795c5b/producto[1]
primera,2.5,2.5,10,80,10,si,0.4,uuid:b91deba9-13ea-4dee-a2dd-19e4f96afb63,uuid:b91deba9-13ea-4dee-a2dd-19e4f96afb63/producto[1]
primera,3,3,100,0,0,si,0.4,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2/producto[1]
segunda,3.6,3.6,0,90,10,no, ,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2/producto[2]
tercera,1.2,1.2,0,50,50,no, ,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2,uuid:d2aea803-d339-492d-8c0c-fd7bd62457e2/producto[3]
primera,7,7,50,40,10,si,1,uuid:4f1ef057-a335-4506-8613-6c970a26857b,uuid:4f1ef057-a335-4506-8613-6c970a26857b/producto[1]
primera,8,8,30,62,8,si,1,uuid:12861554-3783-4627-87b0-592deeb44118,uuid:12861554-3783-4627-87b0-592deeb44118/producto[1]
primera,8,8,40,55,5,si,1,uuid:3e206667-eafd-4d73-8bf0-09aa3d5c57e6,uuid:3e206667-eafd-4d73-8bf0-09aa3d5c57e6/producto[1]
primera,6,6,40,54,6,si,1,uuid:7bb34bf3-89db-4cf7-9f76-1f820f03c73e,uuid:7bb34bf3-89db-4cf7-9f76-1f820f03c73e/producto[1]
primera,7,7,30,62,8,si,1,uuid:09292bad-e2c0-4f90-9a03-5533d2b3c4c3,uuid:09292bad-e2c0-4f90-9a03-5533d2b3c4c3/producto[1]
primera,5,5,50,46,4,si,1,uuid:f2477d7c-8616-45cd-b925-a3267c56e914,uuid:f2477d7c-8616-45cd-b925-a3267c56e914/producto[1]
primera,5,5,50,44,6,si,1,uuid:c7487e07-a0d3-491b-801d-4b69304f6de4,uuid:c7487e07-a0d3-491b-801d-4b69304f6de4/producto[1]
primera,7,7,60,30,10,si,1,uuid:4b5ea860-fde0-408a-a6df-ce90ebb9db5d,uuid:4b5ea860-fde0-408a-a6df-ce90ebb9db5d/producto[1]
primera,7,7,60,40,10,si,1,uuid:1b89c0bf-0a56-4e7c-b8d6-54be2a70fc09,uuid:1b89c0bf-0a56-4e7c-b8d6-54be2a70fc09/producto[1]
primera,6,5,25,65,10,si,0.7,uuid:db94970c-8bf3-4c77-a88c-28a97952e4ae,uuid:db94970c-8bf3-4c77-a88c-28a97952e4ae/producto[1]
primera,2,1.2,0,90,10,no,,uuid:f648fb0d-ba78-4ecb-b546-7c0e3b65e580,uuid:f648fb0d-ba78-4ecb-b546-7c0e3b65e580/producto[1]
primera,2,1.2,0,90,10,no,,uuid:432987c9-5b27-439e-847c-c93e19dc7fe6,uuid:432987c9-5b27-439e-847c-c93e19dc7fe6/producto[1]
primera,3,2,0,90,10,no,,uuid:e124af33-e79e-461c-b0be-885253ac8cd6,uuid:e124af33-e79e-461c-b0be-885253ac8cd6/producto[1]
primera,9,7,20,70,10,si,0.6,uuid:da54aac4-461d-4195-8185-b6f78e5bc145,uuid:da54aac4-461d-4195-8185-b6f78e5bc145/producto[1]
primera,6,6,30,50,20,si,0.8,uuid:d2f02082-c5d1-48e9-b9bb-2c546ab2c04f,uuid:d2f02082-c5d1-48e9-b9bb-2c546ab2c04f/producto[1]
primera,1.5,1,0,80,20,,,uuid:e89a7df6-a255-44f7-ae7a-93abfcb04667,uuid:e89a7df6-a255-44f7-ae7a-93abfcb04667/producto[1]
primera,5,4,0,80,20,,,uuid:3b9da860-b95c-4a9c-a7fa-7bce619fa7b5,uuid:3b9da860-b95c-4a9c-a7fa-7bce619fa7b5/producto[1]
primera,4,3,0,80,20,,,uuid:a3f3d5c9-58e4-40d0-b054-29cf64fc22e1,uuid:a3f3d5c9-58e4-40d0-b054-29cf64fc22e1/producto[1]
primera,6,5,30,60,10,si,0.7,uuid:b6c64844-59fe-40a0-9131-e2e18f5262ce,uuid:b6c64844-59fe-40a0-9131-e2e18f5262ce/producto[1]
primera,4,2,0,80,20,,,uuid:f89b6ec6-bec2-4bf6-b3a1-8f4cec315941,uuid:f89b6ec6-bec2-4bf6-b3a1-8f4cec315941/producto[1]
primera,4,3,0,90,10,,,uuid:a0044775-5c37-4ecf-9a10-d732431c8705,uuid:a0044775-5c37-4ecf-9a10-d732431c8705/producto[1]
primera,6,5,60,30,10,si,1,uuid:83d958b9-4a62-4986-ae94-407846d56b16,uuid:83d958b9-4a62-4986-ae94-407846d56b16/producto[1]
primera,20,21,50,40,10,si,2,uuid:4ceb2fde-306b-475e-8624-31bc8d4e9622,uuid:4ceb2fde-306b-475e-8624-31bc8d4e9622/producto[1]
primera,7,7,80,20, ,si,1,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d/producto[1]
segunda,2,2,80,20, ,si,0.50,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d/producto[2]
tercera,1,1, , ,100,no, ,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d/producto[3]
descarte, , , , , , , ,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d,uuid:3ca8ead1-6d84-4a27-8c74-0b573cfea65d/producto[4]
primera,12,12,100, , ,si,1.50,uuid:73ce421d-267d-4c9d-ba41-900df7475888,uuid:73ce421d-267d-4c9d-ba41-900df7475888/producto[1]
segunda,3,3,100, , ,si,0.75,uuid:73ce421d-267d-4c9d-ba41-900df7475888,uuid:73ce421d-267d-4c9d-ba41-900df7475888/producto[2]
descarte,13,13, ,20,80,no, ,uuid:73ce421d-267d-4c9d-ba41-900df7475888,uuid:73ce421d-267d-4c9d-ba41-900df7475888/producto[3]
descarte, , , , , , , ,uuid:73ce421d-267d-4c9d-ba41-900df7475888,uuid:73ce421d-267d-4c9d-ba41-900df7475888/producto[4]
primera,1,1,1,0,0,si,1,uuid:58d5557e-46dc-42ff-9880-1808d77474ff,uuid:58d5557e-46dc-42ff-9880-1808d77474ff/producto[1]
segunda,0.7,0.7, ,100, ,no, ,uuid:58d5557e-46dc-42ff-9880-1808d77474ff,uuid:58d5557e-46dc-42ff-9880-1808d77474ff/producto[2]
tercera,0.7,0.7,0,80,20,no, ,uuid:58d5557e-46dc-42ff-9880-1808d77474ff,uuid:58d5557e-46dc-42ff-9880-1808d77474ff/producto[3]
descarte,0.57,0.57,0,0, ,no, ,uuid:58d5557e-46dc-42ff-9880-1808d77474ff,uuid:58d5557e-46dc-42ff-9880-1808d77474ff/producto[4]
descarte, , , , , , , ,uuid:58d5557e-46dc-42ff-9880-1808d77474ff,uuid:58d5557e-46dc-42ff-9880-1808d77474ff/producto[5]
extra,0.5,0.3,0,100,0, , ,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21/producto[1]
primera,2,2.2,0,100,0,no, ,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21/producto[2]
segunda,4,3.5,50,50,0,si,1.8,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21/producto[3]
tercera,10,9.2,30,40,30,si,1.5,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21/producto[4]
descarte,0.5,0.8,0,50,0,si, ,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21,uuid:28687b7a-5060-409e-a3b8-9b702aa1ff21/producto[5]
primera,12,12,20,80,0,si,3,uuid:4849621f-2c77-4947-818b-f0416a658787,uuid:4849621f-2c77-4947-818b-f0416a658787/producto[1]
segunda,11,10,0,50,50,no, ,uuid:4849621f-2c77-4947-818b-f0416a658787,uuid:4849621f-2c77-4947-818b-f0416a658787/producto[2]
primera,18,12,0,90,10,no,00,uuid:eb5f3c5d-c529-4763-a3ec-4f09da03c533,uuid:eb5f3c5d-c529-4763-a3ec-4f09da03c533/producto[1]
